input_text	target_text	Flag
Diagramming	Delta Controls Systems	Hard skill
Diesel Engine	Good Manufacturing Practices	Hard skill
Digital Transformation	Stakeholder Partnerships	Hard skill
Dimensionnement D Un Re Seau D Acce S A Tre S Haut De Bit	Deployment Script	Hard skill
Dimensionnement Des Re Seaux De Transmission	Google Chrome	Hard skill
Dimensionnement Et Planification Des Re Seaux	Geospatial Application Development	Hard skill
Dimensionnement Re Seau	Material-Ui	Hard skill
Dimensionnement Re Seaux	Microstructural Analysis	Hard skill
Dionisosflow	Hp Storageworks Xp	Hard skill
Directeur	Real-Time Operating System	Hard skill
Directeur Technique Groupement De Me Decine Du Travail Du Gouvernorat De Sousse Ddirecteur Technique Groupement De Me Decine Du Travail Du Gouvernorat De Sousse D	Database Management Systems ( Dbms ) Mysql , Oracle , Sql Server	Hard skill
Direction De Chantier	Critical Reading	Hard skill
Disposable Pattern	Jboss Seam	Hard skill
Dispositivi Mobili	Swiftui	Hard skill
Distribution Multicanal	Titanium Studio	Hard skill
Diversite Culturelle	Crashlytics	Hard skill
Divertissement	Spring Cloud Eureka Server	Hard skill
Do B	Iso/Iec 27001	Hard skill
Dock	Jquery Ajax	Hard skill
Docker Compose	Profit Margins	Hard skill
Documentation Management	Merise	Hard skill
Docusign	Data Protection Specialist	Hard skill
Dollibar Erp	Language C	Hard skill
Domain Management	Active Record Pattern	Hard skill
Donor Engagement	Post-Training Assessment Follow-Up	Hard skill
Doors Requirement	Database Management System ( Dbms )	Hard skill
Dossier Me Dical E Lectronique	Customer Care Specialist	Hard skill
Downstream Oil Amp Gas	Balance Sheet Analysis	Hard skill
Drawio	Fhrp	Hard skill
Drilling Mud Analysis	Qelecrotech	Hard skill
Droit Des Investissements	Service Technician/Service Manager	Hard skill
Dsp Design	Local Industrial Networks Sensors	Hard skill
Dynamic Host Configuration Protocoldynamic Host Configuration Protocol	Real Estate Investment Manager	Hard skill
Dynamic Positioning	Organization Transformation	Hard skill
E	Autodesk Motionbuilder	Hard skill
E Conome Trie Financie Re	Artificial Intelligence Manager	Hard skill
E Mail	Rational Rose Power Amc Visual Paradigm Modeling	Hard skill
E Tude Des Non Conformite S Re Currentese Tude Des Non Conformite S Re Currentes	Project Management Life Cycle	Hard skill
E Tudes D Opinion	Test Automation Specialist	Hard skill
E Valuation De Projets	.Net Framework 4	Hard skill
E Valuation Et Suivi Post Formation	Idl Programming	Hard skill
E Valuations	Benefits Realization Management	Hard skill
Eaglesoft	Analytical Methods Development	Hard skill
Eastern Europe	Ropo	Hard skill
Eclipse Rap	Timing Closure	Hard skill
Economie D Eau	Proactive Maintenance	Hard skill
Ecosystem Builder	Php Engineer	Hard skill
Ed	Mechanical Expert	Hard skill
Eeasyvesta	Risk Management Var Stress Test Backtesting	Hard skill
Eidosmedia Me Thode	Video Game Development	Hard skill
Ele Ments Fnis	Ibm Spectrum Symphony	Hard skill
Electric Power	Dsp Software Engineer	Hard skill
Electrochemistry	Semrush (Software)	Hard skill
Electronic Components	Learning Design Specialist	Hard skill
Electronic Ingenier	Eclipse Rap	Hard skill
Electrotechnics	Collaboration Specialist	Hard skill
Elk Suite	Java Ee Sql Jpa Java C C Unix Jsp	Hard skill
Elt Odi	Expertise In It	Hard skill
Embedded Android	Fault Injection	Hard skill
Emc Vmax	Vmware Clarity	Hard skill
Emc Vse Certifiedemc Vse Certified	Gnu/Linux Advanced	Hard skill
Encadrement E Quipe	Network Administration	Hard skill
Encryption	Organic Semiconductors	Hard skill
Energy Data Balances	Visual Paradigm For Uml	Hard skill
Enghouse Ccsp	Rf Power Amplifier Linearization Techniques	Hard skill
English Skills	Long Range Technology Specialist	Hard skill
English To Arabic Translation	Routing Manager	Hard skill
Enseignement Des Mathe Matiques	Bid Specialist	Hard skill
Ensemble Feature Selection And Biomarker Discovery	Solution Focused	Hard skill
Ensp Huawei	Scratchjr	Hard skill
Enterprise Guide	Hermes Jms	Hard skill
Enterprise Technology Sales	Rapid Application Development	Hard skill
Entertainment	Professional Experiences Human Formation Stage Least	Hard skill
Entrepreneuriat Social	Professional Knowledge Excel	Hard skill
Entretien Ba Timents	Ccsk	Hard skill
Environmental Economics	Acoustic Propagation	Hard skill
Environnement Marin	Web Toolkit C	Hard skill
Enzyme Linked Immunosorbent Assay	Java Libgdx	Hard skill
Equalogic San	Service Technician/Service Manager	Hard skill
Erp Samic	Data Management Adminitstrator	Hard skill
Esl Teaching	Apache Jmeter	Hard skill
Ethernet In Vehicle	G/G Lte Radio System	Hard skill
Etom	Dell Computers	Hard skill
European Studies	Html , Css , Js	Hard skill
Evaluation De La Performance	Joomla (Content Management System)	Hard skill
Evaluation Des Politiques Publiques	Signal And Image Processing Engineer	Hard skill
Evaluation Environnementale	Creating Reports	Hard skill
Evaporators	Tenable Nessus	Hard skill
Event B	Routing Technologies	Hard skill
Event Driven Architecture	Management Information Manager	Hard skill
Ewsd	Product Ownership	Hard skill
Exchange Server	Apache Ant	Hard skill
Executive Decision Making	Critical Thinking	Hard skill
Executive Leadership	Methods Engineer	Hard skill
Executive Presentation Skills	Xdsl	Hard skill
Expe Riences Professionnelles Stage De Formation Humain Durant Le Moins De	Sun Certified Java Programmer	Hard skill
Experimental Design	Network Diagnostics	Hard skill
Expert Ccent Cisco	Assembly Lines	Hard skill
Expert En Developpement Mainframe Ibm	Innovation Specialist	Hard skill
Expert En Me Canique	Programmable Automation Controllers	Hard skill
Expertise En I T	Chatbot	Hard skill
Expertise In Strategic Planning	Browser Compatibility	Hard skill
Expertise Industrielle Diagnoexpertise Industrielle Diagno	Jbossas Glassfish Tomcat Websphere	Hard skill
Extraction Dea Huiles Essentielles	Machine Translation	Hard skill
Extraire Transformer Charger Etl	Rapidpro	Hard skill
Facs Analysis	E	Hard skill
Family Business	Industrial Diagnostics Expertise	Hard skill
Fault Injection	Windows Servers	Hard skill
Feasibility Studies	System Sales	Hard skill
Feed Passion Nourish Stimulate	Headhunter	Hard skill
Feedback Control Systems	Microsoft Dynamics Nav Developer	Hard skill
Fhrp	Point Of Sale Manager	Hard skill
Ficoexpress Mosel	Relational Programming Skill	Hard skill
Filature	Wxaui	Hard skill
Filtrage Des Signaux	Intercultural Relations	Hard skill
Financial Economics	Internship National Agricultural Bank	Hard skill
Financials	Sophos Partner	Hard skill
Firebase Amp Cloud Functions	Postgresql Database Administrator	Hard skill
Fixed Wing Aircrafts	Infographic Designer	Hard skill
Flash Media Server	Stress Testing	Hard skill
Fluides	Ibm Rational Software Architect	Hard skill
Fondations	Tomcat/Jboss Application Server	Hard skill
Food Security	Causal Analysis	Hard skill
For Sale	Basin Analysis	Hard skill
Foreign Account Tax Compliance Act	Programming Languages C , Pascal , Algorithm , Maple , Visual Basic	Hard skill
Forensics	Complexity Reduction	Hard skill
Formation Au Service Client	Cisco Certified Network Associate	Hard skill
Formation Continue	Antibodies	Hard skill
Forschung	Census And Survey Processing System	Hard skill
Fortinac	Complex Analysis	Hard skill
Foundation Design	Diesel Engine Technician	Hard skill
Fpga Vhdl	Vcp	Hard skill
Fpso	System Deployment	Hard skill
Frame Relay	Multimedia Messaging Service Centre	Hard skill
Framework Qt	Big Data Specialist	Hard skill
Framework Redux	Information Coding Specialist	Hard skill
Framework Symfony	Windows And Mac Os	Hard skill
Frameworks Hibernate Jboss Seam Jsp	Sales Enablement Manager	Hard skill
Framwork Django	Cyber Security Defense Techniques Protocols	Hard skill
Framwork Javascript Vuejs Angular	Protein Adsorption	Hard skill
Frapi Framework	Os Windows Linux	Hard skill
Ftir	Electrochemistry	Hard skill
Ftp Sftp	Crisis Communication Manager	Hard skill
Fuelphp Framework	Website Monetization	Hard skill
Fuseki	Purebeau Fibroblasting	Hard skill
Fusion Charts	Hr Diagnostics	Hard skill
Fusion Des Donne Es Multicapteurs	Business-To-Consumer (B2C) Marketing	Hard skill
G G Lte Radio System	Neural Networks Deep Learning	Hard skill
Game Programming	Data Transfer	Hard skill
Gaming Development	Cadence Suite	Hard skill
Gastroenterology	Windows Api	Hard skill
Ge Notypage	Sap Hana Developer	Hard skill
Ge Ologie Structurale	Draw.Io	Hard skill
Ge Ophysique	Methodical	Hard skill
Ge Rer Un Si	Data Management Specialist	Hard skill
Generating Revenue	Sas Data Integration Studio	Hard skill
Genymotion	Team Management Skills	Hard skill
Gestio N De Proyectos	Ada Test Script	Hard skill
Gestion Comptabilite	Cosmology	Hard skill
Gestion D Incidents Majeurs	Alexa Amazon Api	Hard skill
Gestion De L Information	Spring Developer	Hard skill
Gestion De La Marque	Food Security	Hard skill
Gestion De La Musique	Commercial Process Redesigner	Hard skill
Gestion De Parc	Iso Management Representative	Hard skill
Gestion De Projet Economie Intelligence Artificielle Assurance Data Mining	Continuing Education Specialist	Hard skill
Gestion De Projet Uml	Power View	Hard skill
Gestion De Projetgestion De Projet	Information Security Manager	Hard skill
Gestion De Risques Var Stress Test Backtesting Gestion De Risques Var Stress Test Backtesting	Graphs Flows	Hard skill
Gestion De Sauvegarde Windows Server Backupgestion De Sauvegarde Windows Server Backup	Cqrs	Hard skill
Gestion Des Bloqueurs	Product Support Specialist	Hard skill
Gestion Des Branches	Mail Server ( Microsoft Exchange , Ibm Lotus Notes )	Hard skill
Gestion Des Produits Logiciels	Payroll Administration	Hard skill
Gestion Des Prospects	Specialist Ed Teacher	Hard skill
Gestion Des Ressources Naturelles	Team Management	Hard skill
Gestion Des Risques Qualite	Spoon	Hard skill
Gestion Des Sports	Psd Html/Css/Js Slicing	Hard skill
Gestion Du Changement Et De Transformationgestion Du Changement Et De Transformation	Single Sign-On (Sso)	Hard skill
Gestion Pre Visionnelle Des Emplois Et Des Compe Tencesgestion Pre Visionnelle Des Emplois Et Des Compe Tences	Pdca Cycle	Hard skill
Gestione Marketing	Scrum Project Management Methods	Hard skill
Gestred	Temporal Information Processing	Hard skill
Gesture Recognition	Bash (Ksh Scripts)	Hard skill
Getting And Cleaning Data	Broadband Specialist	Hard skill
Gnu Linux Advanced	Model United Nations	Hard skill
Gold	Highcharts	Hard skill
Good Manufacturing Practicesgmp	Trend Micro	Hard skill
Google Chrome	Nfvo	Hard skill
Google Forms	Stonegate Firewall/ Vpn Architect	Hard skill
Google Repo	Wireless Ad Hoc Networks	Hard skill
Gouvernance D Entreprise	Reporting ( Daily , Weekly , Monthly )	Hard skill
Gouvernance Informatique	Research Design	Hard skill
Gouvernement	Sis Gateway	Hard skill
Gradients	Adobe Robot	Hard skill
Graphes Et Flots	Macroeconomics	Hard skill
Green It	Setup Hw/Sw Environment Test Bench	Hard skill
Grid System	Grid System	Hard skill
Grstion De Portfeuille Clients	Test Plan Writing	Hard skill
Guerrit	Rtmr	Hard skill
Guidewire	Black Beagle Bone	Hard skill
Guitare Basse	Android Studio	Hard skill
Gymnastique	Management Consulting Professional	Hard skill
Habilidade Para Fazer Apresentac O Es	Cshtml	Hard skill
Habilitations E Lectriques	Network Maintenance Technician	Hard skill
Hadoop Installation	Center Of Excellence	Hard skill
Handle Confidential Information	Dynamic Web Scripting Language Php Html Javascript Ajax	Hard skill
Hbase Mongodb	Botany	Hard skill
Hdl Designer	Anti Money Laundering	Hard skill
Headus Uv Layout	Natural Language Processing	Hard skill
Hebergement	Siem Engineer	Hard skill
Hermes Jms	Payment Specialist	Hard skill
Hf Sql	Mastering Office Automation Techniques	Hard skill
Hibernate Jpa	Network Controller	Hard skill
Hibernate Jpa Maven	Solidworks Software Mastery	Hard skill
High End Retoucher	Invoicing Manager	Hard skill
High Sense Of Urgency	Diagramming Software	Hard skill
High Speed Digital Design	Radio Network Controller	Hard skill
Highchart	Mobile Development Expert Level Android Intermediate Level Ios Windows Phone	Hard skill
Hiring And Retention	Cortana Analytics	Hard skill
Ho Tellerie	Centos	Hard skill
Hortonworks Hadoop	Sports Manager	Hard skill
Hoshin	Ansi Certified Expert Auditor	Hard skill
Hoshin Kanri	Scrum Master Certfied	Hard skill
Hotline	Sap Business Connector	Hard skill
Hp Insight Control	Mobile Specialist	Hard skill
Hp Loadrunner Vugen	Broadsoft	Hard skill
Hp Xp	Next	Hard skill
Hr Solutions	Plumbing Systems	Hard skill
Hse Supervisor	Assembler Specialist	Hard skill
Hspa	Pyqt	Hard skill
Htlm	Wolfram Mathematica	Hard skill
Html Css Bootstrap	Soldering Technician	Hard skill
Html Css Js	Projection ( Computer Science )	Hard skill
Html Css Js Jqurey	Sage Centralized Cash Management	Hard skill
Html Javascript Css Xml Php	Medical Librarianship	Hard skill
Huawei Material Installation	Step Codesys C Delphi Visuel Basic Simulation Programming	Hard skill
Humanitarian Assistance	Pathcom	Hard skill
Hydraulic Modeling	Angular	Hard skill
Hydrography	Social Accountability	Hard skill
Hydrostatic Testing	Microbiology Specialist	Hard skill
Hygie Ne Et Se Curite	Lekin	Hard skill
Hyperic Hq	V-Model	Hard skill
Ibm Hacmp	Packet Switching	Hard skill
Ibm Operatinal Decision Manager	Veeam Endpoint Backup	Hard skill
Ibm Planning Analytics	Telecommunication Transmission	Hard skill
Ibm Rational Synergie	Payroll Specialist	Hard skill
Ibm Spectrum Control	Segger Embos	Hard skill
Ibm Spectrum Symphony	Network Quality Of Service (Qos)	Hard skill
Icloud	Big Data Specialist	Hard skill
Identification Et Re Solution Des Proble Mes	Technical Product Sales	Hard skill
Idl Programming	Anacredit	Hard skill
Idrisi Andes	Peoplesoft Customer Relationship Management (Crm)	Hard skill
Ieee Base T	Wireless Networks ( Wlan , Bluetooth , Edge , G Lte )	Hard skill
Illustration Vectorielle	User Representative	Hard skill
Image	Modern Furniture	Hard skill
Image Classification	Image Specialist	Hard skill
Implementing Microsoft Windows Servers Implementing Microsoft Windows Servers	Sql Server Engineer	Hard skill
Inap	Maintenance Specialist	Hard skill
Inclusive Youth Work	Economics	Hard skill
Industrial Software Development	Polymerase Chain Reaction Optimization	Hard skill
Industry Analysis	Data Lakes	Hard skill
Infant Research	Web Administration	Hard skill
Infobright	Amp Mediation	Hard skill
Infocentre	Autodesk Vault	Hard skill
Infograph Design	Site Administration Help	Hard skill
Infographie	Business It Alignment	Hard skill
Informatic	Sales Performance Manager	Hard skill
Information Technology Infrastructure	Tems Investigation Specialist	Hard skill
Infrastructure Data Center	Psychology Associate	Hard skill
Inge Nierie Me Dicale	Switch Manager	Hard skill
Inge Nierie Nucle Aire	Iso Lead Auditor	Hard skill
Inge Nieur Production	Icloud	Hard skill
Innovation Markekting	Ride Operator	Hard skill
Innovation Marketing	Windows Server , Unix , Virtualization , Setting Ipv Network	Hard skill
Input	Project Management Economy Artificial Intelligence Insurance Data Mining	Hard skill
Instagram Advertising	Oracle Financials Developer	Hard skill
Install And Repair All Windows Os	Linear Regression	Hard skill
Instructional Theories Knowledge	Stm Arduino Raspberry Pi	Hard skill
Inte Gration De La Gestion De La Relation Client	Spring Orm	Hard skill
Inte Gration De Ploiement D Infrastructure Re Seauxinte Gration De Ploiement D Infrastructure Re Seaux	Teletask	Hard skill
Inte Gration Et Configuration De Postes De Travail Inte Gration Et Configuration De Postes De Travail	Data Cleaning Specialist	Hard skill
Inte Gration Et Configuration De Syste Mes D Exploitationinte Gration Et Configuration De Syste Mes D Exploitation	Corporate Governance	Hard skill
